MapCode,SpeciesName,CohortAge,CohortBiomass
48677,ACRU,50,848.43
48677,ACRU,60,1125.52
48677,NYSY,30,76.56
48677,NYSY,40,253.55
48677,NYBI,10,70.62
48677,NYBI,20,259.05
48677,NYBI,30,796.51
49543,PITA,10,47.96
49543,PITA,20,264.11
49543,PITA,30,6423.67
49543,ACRU,10,123.53
49543,ACRU,20,167.53
49543,LIST2,20,130.35
49543,LITU,10,231.44
49783,PITA,20,264.11
49783,PITA,30,9854.13
49572,PITA,10,63.36
49572,PITA,20,264.11
49572,PITA,30,2628.01
49572,LIST2,20,149.82
49572,NYSY,10,14.19
49572,QUNI,10,43.56
49572,QUST,30,134.31
49572,QUST,60,295.02
49572,QUVE,40,89.32000000000001
49312,JUVI,50,157.74
49312,PIVI2,40,241.175
49312,ACRU,50,94.93
49312,ACRU,60,749.65
49312,ACRU,70,1157.8049999999998
49312,CAGL8,50,138.71
49312,CAGL8,70,448.25
49312,LITU,30,26.84
49312,LITU,40,290.07
49312,LITU,50,1857.68
49312,LITU,60,1814.34
49312,NYSY,40,288.75
49312,QUAL,50,48.62
49312,QUAL,60,471.46
49312,QUAL,70,1118.3700000000001
49312,QUAL,80,5292.9800000000005
49312,QUCO2,70,1334.63
49312,QURU,40,613.855
49312,QURU,50,170.5
48910,PITA,40,916.74
48910,ACRU,50,241.12
48910,ACRU,60,424.38
48910,ACRU,70,5510.45
49763,JUVI,50,157.74
49763,PITA,20,164.45
49763,PITA,30,901.34
49763,PITA,40,394.35
49763,ACRU,60,315.04
49763,ACRU,70,1157.8049999999998
49763,CAGL8,10,62.48
49763,CAGL8,20,67.76
49763,CAGL8,80,746.79
49763,CAGL8,90,2434.63
49763,CAOV2,60,220.99
49763,LIST2,30,56.21
49763,QUAL,50,96.25
49763,QUAL,70,1257.08
49763,QUAL,90,3405.27
49763,QUST,70,394.68
49582,PITA,30,762.3
49582,ACRU,10,26.73
49582,ACRU,20,274.67
49582,ACRU,50,241.12
49582,ACRU,60,558.69
49582,LIST2,10,31.35
49582,LIST2,20,149.82
49582,LIST2,30,792.22
49582,LIST2,40,259.6
49582,LITU,10,34.76
49582,LITU,30,85.69
49582,LITU,40,674.52
49582,NYSY,40,105.05
49793,PITA,10,47.96
49793,PITA,20,264.11
49793,PITA,30,4830.21
49793,QUNI,10,81.84
49793,QUNI,20,341.33
48547,ACRU,50,305.58
48547,ACRU,60,273.46
48547,ACRU,70,1638.45
48547,ACRU,80,4264.59
48547,CAGL8,60,304.7
48547,FRPE,30,334.07
48547,FRPE,40,861.74
48547,FRPE,50,1570.14
48547,FRPE,60,632.39
48547,LIST2,40,230.56
48547,QUNI,40,294.03000000000003
49765,JUVI,10,21.45
49765,JUVI,50,245.19
49765,PIEC2,50,154.22
49765,PITA,10,23.21
49765,PITA,20,264.11
49765,PITA,30,1294.26
49765,ACRU,10,23.65
49765,ACRU,20,160.875
49765,ACRU,30,143.55
49765,ACRU,40,400.4
49765,ACRU,50,79.42
49765,LIST2,10,31.35
49765,LIST2,20,149.82
49765,LIST2,30,466.51
49765,LIST2,40,728.2
49765,LITU,20,144.21
49765,LITU,30,151.36
49765,LITU,40,320.21
49765,LITU,50,562.54
49765,QUAL,50,81.73
49765,QUFA,50,424.05
49765,QURU,60,241.23
49189,PITA,10,52.8
49189,PITA,20,264.11
49189,PITA,30,6946.83
49189,PITA,40,4781.59
49189,LIST2,20,197.67
49189,QUNI,30,95.7
48660,PITA,30,762.3
48660,PITA,40,9560.210000000001
48660,ACRU,40,84.7
48660,ACRU,50,96.91
48660,LIST2,10,31.35
48660,LIST2,20,149.82
48660,LIST2,30,229.24
48660,LIST2,40,1435.5
48660,QULA3,10,61.105
48660,QULA3,20,311.025
48660,QULA3,40,519.53
48660,QUNI,30,241.83499999999998
48660,QUNI,40,524.04
48660,QUNI,50,1080.64
50128,PITA,20,794.64
50128,PITA,30,3945.81
50128,PITA,40,1881.11
50128,ACRU,10,31.35
50128,ACRU,20,176.44
50128,ACRU,30,361.24
50128,ACRU,50,340.23
50128,LIST2,40,315.37
50128,LIST2,50,1577.6200000000001
50128,NYBI,10,29.48
50128,QUAL,50,112.09
50128,QUNI,40,411.4
50128,QUNI,50,517
50090,PITA,10,107.8
50090,PITA,20,1075.36
50090,PITA,30,5894.68
50090,PITA,40,277.42
50090,ACRU,10,83.49
50090,ACRU,20,210.87
50090,LIST2,40,159.83
50090,QUNI,10,42.57
49526,PITA,30,8050.35
49526,PITA,40,2394.04
48551,ACRU,50,503.25
48551,ACRU,60,1698.07
48551,ACRU,70,697.4
48551,CAOV2,80,2117.94
48551,FRPE,40,146.96
48551,FRPE,50,292.93
48551,LIST2,40,463.43
48551,LIST2,50,1003.145
48551,LIST2,60,5514.63
48834,PIEC2,10,6.71
48834,PIEC2,30,135.85
48834,PIEC2,40,330.33
48834,PITA,20,331.76
48834,PITA,30,5426.3
48834,PITA,40,253.11
48834,LIST2,10,15.18
48834,LIST2,20,35.64
49043,ACRU,10,36.08
49043,ACRU,20,50.160000000000004
49043,ACRU,30,257.62
49043,ACRU,60,424.38
49043,ACRU,70,1157.8049999999998
49043,FRPE,50,110.99
49043,LIST2,40,449.35
49043,LIST2,50,1003.145
49043,LIST2,60,2888.16
48546,ACRU,60,203.83
48546,ACRU,70,1865.82
48546,ACRU,80,3868.04
48546,FRPE,60,387.97
48546,LIST2,40,886.38
48546,LIST2,50,2646.93
48546,NYSY,30,85.58
48546,NYSY,40,214.06
48546,QUNI,40,403.48
48546,QUNI,50,1745.48
48546,QUNI,60,3418.14
49086,JUVI,30,114.07000000000001
49086,PIEC2,40,74.47
49086,PIEC2,60,506.99
49086,PITA,40,1944.03
49086,ACRU,50,241.12
49086,ACRU,60,404.91
49086,LIST2,40,293.26
49086,LITU,30,823.46
49086,LITU,40,335.17
49086,LITU,60,4986.85
49086,NYSY,40,250.8
49086,QUAL,40,461.83500000000004
49086,QUAL,60,682.33
49086,QUAL,70,1510.74
49086,QUAL,80,2912.14
49086,QUAL,90,6736.62
49086,QUFA,40,134.09
49086,QUFA,50,386.1
49086,QUFA,60,1045.33
49086,QURU,60,675.29
49086,QURU,70,1033.1200000000001
49086,QURU,80,5364.81
49089,PITA,30,796.07
49089,ACRU,10,44.99
49089,CAGL8,10,25.96
49089,CAAL27,20,99.44
49089,CAAL27,70,741.73
49089,FRPE,10,43.67
49089,LIST2,50,1126.4
49089,LITU,10,55.44
49089,LITU,20,100.265
49089,LITU,30,427.79
49089,LITU,40,229.79
49089,NYSY,30,100.1
49089,NYSY,40,189.86
49089,QUAL,10,29.7
49089,QUCO2,30,287.76
17501,PITA,30,762.3
17501,PITA,40,980.76
16616,PITA,30,606.65
16616,PITA,40,1730.74
16616,ACRU,60,396.44
16616,CAGL8,70,349.8
16616,CAGL8,80,1722.05
16616,CAGL8,90,1936.22
16616,CAAL27,70,594.99
16616,LIST2,30,9.02
16616,LIST2,50,1926.98
16616,QUNI,30,97.46
16616,QUNI,40,194.15
16616,QUST,50,107.8
16616,QUST,60,571.78
16616,QUST,70,293.92
16616,QUST,80,1813.57
17868,PITA,20,264.11
17868,PITA,30,762.3
17868,CAGL8,60,227.81
17868,LIST2,30,229.24
17868,LIST2,40,628.1
17868,LIST2,50,4631.33
17868,LITU,40,147.84
17868,LITU,50,927.63
17868,NYSY,40,242.22
17868,QUAL,60,287.54
17868,QUAL,70,1954.15
17868,QUAL,80,1310.54
17868,QUNI,40,520.19
17868,QUNI,50,89.54
17868,QUST,60,252.34
16366,PIPA2,10,19.69
16366,PIPA2,20,96.58
16366,PIPA2,30,369.49
16366,PITA,20,546.59
16366,PITA,30,636.13
16366,LIST2,10,14.52
18647,PITA,10,43.56
18647,PITA,20,1499.19
18647,PITA,30,9199.41
18647,LIST2,10,78.54
18647,LIST2,20,1133.99
18647,LIST2,30,953.26
18647,QUVE,10,20.68
16999,PIEC2,50,191.4
16999,PITA,10,18.37
16999,PITA,30,833.58
16999,PITA,40,822.91
16999,PITA,50,2713.81
16999,CAGL8,60,696.96
16999,CAGL8,70,761.42
16999,CAGL8,80,845.13
16999,CAAL27,50,126.5
16999,LIST2,20,42.02
16999,LIST2,30,435.93
16999,LIST2,40,2128.94
16999,LIST2,50,568.37
16999,NYSY,20,91.355
16999,NYSY,30,99.55
16999,QUAL,60,187.11
16999,QUAL,70,654.61
16999,QUCO2,10,98.01
16999,QUCO2,20,110.22
16999,QUCO2,70,2020.26
16999,QUFA,60,1508.76
16999,QUNI,10,43.56
16999,QUST,70,551.76
16371,PIEC2,40,61.93
16371,PIEC2,50,127.16
16371,PITA,10,49.39
16371,PITA,20,551.21
16371,PITA,30,1882.98
16371,ACRU,40,67.87
16371,CAAL27,10,61.38
16371,CAAL27,60,308.22
16371,QUAL,20,92.235
16371,QUAL,40,1164.24
16371,QUAL,50,95.59
16371,QUAL,60,190.63
16371,QUFA,10,17.82
16371,QULA3,10,113.3
16371,QUNI,10,25.19
16371,QUNI,20,171.105
16371,QURU,30,416.68
17599,PIEC2,50,147.4
17599,PIEC2,60,5262.4
17599,PIEC2,70,3286.855
17599,PIPA2,60,2490.07
17599,PITA,30,347.16
17599,PITA,40,6451.28
17599,PITA,50,3146.77
17599,LIST2,10,31.35
17599,LIST2,20,106.92
17599,LIST2,30,72.38
17599,LIST2,40,449.35
17599,LIST2,50,1000.5600000000001
17599,LITU,50,501.16
17599,NYSY,10,46.09
17599,NYSY,20,355.41
17599,NYSY,30,343.53000000000003
17599,QUFA,50,613.69
73084,PIEC2,60,405.35
73084,ACRU,20,160.875
73084,ACRU,40,54.89
73084,ACRU,50,592.35
73084,ACRU,60,1359.82
73084,ACRU,70,1916.97
73084,CAAL27,50,202.62
73084,LIST2,30,35.86
73084,LIST2,40,650.43
73084,LIST2,50,1440.67
73084,LITU,60,4984.43
73084,NYSY,20,91.355
73084,QUAL,60,451.77
73084,QUAL,70,2922.81
73084,QUAL,80,17885.56
73084,QUAL,90,4028.86
73084,QURU,50,225.39000000000001
73084,QUVE,60,482.24
73084,QUVE,70,1751.75
73084,QUVE,80,10168.62
72082,PITA,10,22.77
72082,PITA,20,771.1
72082,PITA,30,190.74
72829,JUVI,20,40.48
72829,PIEC2,60,3822.06
72829,PIEC2,70,6240.96
72829,ACRU,30,205.59
72829,CAGL8,60,284.13
72829,CAGL8,80,1036.53
72829,CAOV2,70,1114.3
72829,CAAL27,60,177.98
72829,FRPE,40,146.96
72829,LIST2,30,77.11
72829,LIST2,40,632.5
72829,NYSY,10,56.65
72829,NYSY,30,142.285
72829,QUAL,30,288.86
72829,QUAL,60,616.66
72829,QUAL,70,2856.92
72829,QUAL,80,1487.2
72829,QUFA,40,327.91
72829,QUFA,50,275
72829,QUFA,60,1240.25
72829,QUST,60,182.93
72829,QUST,70,491.15
73166,PITA,30,762.3
73166,ACRU,50,121.55
73166,ACRU,60,195.91
73166,CAAL27,50,161.81
73166,CAAL27,60,556.16
73166,CAAL27,80,2358.29
73166,LIST2,30,68.86
73166,LIST2,40,106.48
73166,LITU,40,242.33
73166,LITU,50,2610.63
73166,NYSY,30,96.25
73166,NYSY,40,326.26
73166,QUAL,80,2972.31
73166,QUAL,90,3179.11
73166,QURU,50,391.16
73166,QURU,60,336.27
72454,JUVI,50,102.3
72454,PITA,30,301.51
72454,PITA,40,972.51
72454,PIVI2,40,85.25
72454,PIVI2,50,785.84
72454,ACRU,10,21.34
72454,CAAL27,20,71.28
72454,CAAL27,50,104.83
72454,CAAL27,60,474.21
72454,LIST2,30,615.12
72454,LITU,30,942.15
72454,LITU,40,896.28
72454,LITU,50,449.9
72454,NYSY,10,14.19
72454,QUAL,10,33.11
72454,QUAL,20,65.34
72454,QUAL,50,128.92
72454,QUAL,60,507.21
72454,QUCO2,50,353.43
72454,QUCO2,60,436.59
72454,QUFA,60,948.2
72454,QUPR2,30,167.97
72454,QUST,70,313.17
72454,QUVE,30,316.69
72454,QUVE,40,100.43
72454,QUVE,50,227.81
72454,QUVE,60,482.24
72454,QUVE,70,3315.95
72007,PITA,10,47.08
72007,PITA,20,182.38
72007,PITA,30,691.9
72007,PIVI2,20,199.65
72007,PIVI2,40,201.3
72007,ACRU,70,1691.47
72007,CAGL8,10,43.56
72007,LITU,10,143.66
72007,NYSY,10,35.2
72007,QUAL,50,97.35
72007,QUCO2,10,126.39
72007,QUCO2,20,110.22
72007,QUCO2,60,700.7
72007,QUCO2,70,1219.9
72007,QUCO2,80,3523.52
72007,QUPR2,10,12.43
72007,QUPR2,20,83.38
72007,QUPR2,70,375.43
72007,QUVE,10,31.79
72007,QUVE,50,331.32
72007,QUVE,60,79.2
72867,PITA,30,814.99
72867,PITA,40,950.51
72867,NYSY,30,255.09
72867,QUAL,40,565.18
72867,QUAL,50,219.01
72867,QUAL,60,1178.43
72867,QUAL,70,1613.26
72867,QUAL,80,3539.8
72867,QUCO2,10,25.41
72867,QUCO2,20,114.29
72867,QUCO2,40,123.75
72867,QUCO2,50,552.3100000000001
72867,QUCO2,60,1708.63
72867,QUCO2,70,1292.61
72867,QUVE,50,157.74
72815,PITA,10,29.26
72815,PITA,20,44
72815,LIST2,10,146.85
72815,LIST2,20,729.41
72771,PITA,40,1131.13
72771,ACRU,40,79.86
72771,ACRU,50,144.98
72771,ACRU,60,585.53
72771,LIST2,40,304.26
72771,NYSY,30,128.26
72771,QUAL,50,50.71
72771,QUAL,70,2363.35
72771,QUAL,80,3380.96
72771,QUCO2,60,700.7
72771,QUCO2,70,75.9
72771,QUFA,60,1449.14
73168,ACRU,40,365.42
73168,LIST2,30,70.51
73168,LIST2,40,449.35
73168,LIST2,50,1494.02
73168,LIST2,60,4593.49
73168,LITU,10,36.19
73168,LITU,50,2497.44
73168,LITU,60,6141.52
73168,QUFA,60,1700.16
73168,QURU,50,150.92
73168,QURU,60,554.62
73168,QURU,80,2310
73168,QUVE,50,273.13
72865,PITA,30,762.3
72865,PITA,40,401.83
72865,CAGL8,70,372.46
72865,CAAL27,10,65.45
72865,CAAL27,40,998.03
72865,LIST2,40,302.17
72865,QUAL,50,292.27
72865,QUAL,60,256.08
72865,QUAL,70,891.66
72865,QUAL,80,3982.11
72865,QUAL,90,8178.06
72865,QUCO2,20,172.81
72865,QUCO2,40,111.43
72865,QUCO2,50,267.3
72865,QUVE,40,110.66
72865,QUVE,60,482.24
72865,QUVE,70,1352.34
60541,JUVI,50,109.67
60541,PIEC2,50,273.57
60541,PIEC2,60,982.85
60541,ACRU,40,477.29
60541,ACRU,50,283.91
60541,CAAL27,50,163.9
60541,FRPE,10,19.91
60541,LIST2,30,59.07
60541,LIST2,40,466.84
60541,QUAL,20,47.63
60541,QUAL,50,135.63
60541,QUAL,60,359.92
60541,QUAL,70,699.82
60541,QUAL,80,2781.9
60541,QUCO2,50,552.3100000000001
60541,QUCO2,60,700.7
